avg_session_duration_sec,booking_conversion_rate,log_money_spent_hotel,log_money_spent_flight,cancellation_per_booking_rate
-0.45681400857493554,-0.4265277650839323,0.6831683117874485,-2.1731558799987583,-0.2808890927257647
-0.4941528016844338,-0.4265277650839323,-0.41753722202897364,0.5557722402804915,-0.2808890927257647
-0.27012004302744413,-0.4265277650839323,0.522679558590459,-0.14568649966695624,-0.2808890927257647
-0.28671506218722115,1.6163383845544275,0.5751892649905155,0.493126874478277,-0.2808890927257647
2.372636758167045,-1.0716433912855197,-2.583348451611658,-2.1731558799987583,5.99971772244343
-0.14150864453917225,1.6163383845544275,0.9070657432086431,0.977920033640633,-0.2808890927257647
-0.5605328783235419,-1.0716433912855197,0.44202869883143175,0.0947310483008603,-0.2808890927257647
-0.22863249512800157,0.003549319050459305,0.10788112461632465,0.6970791980483916,-0.2808890927257647
-0.4941528016844338,-1.0716433912855197,-2.583348451611658,0.12747571783725717,-0.2808890927257647
-0.22863249512800157,1.6163383845544275,0.8964589500914907,0.7208888479352896,-0.2808890927257647
-0.1995912115983918,-1.0716433912855197,-0.012005882870031499,0.07946973759491839,-0.2808890927257647
-0.1995912115983918,0.27234749663445396,0.2709193607320748,0.2770836131996403,-0.2808890927257647
-0.4402189894151585,-1.0716433912855197,-0.010144849692983356,-0.38614960326664827,-0.2808890927257647
-0.43192147983527,-1.0716433912855197,0.6362287800160477,0.023258285463682037,-0.2808890927257647
-0.5356403495838764,-1.7705186530039059,-2.583348451611658,-2.1731558799987583,-0.2808890927257647
6.869886950466616,-0.4265277650839323,-2.583348451611658,-2.1731558799987583,5.99971772244343
3.3392966242240565,0.27234749663445396,-0.047764227233229005,0.2407514867210827,1.7917111562800696
-0.3447976292464407,0.003549319050459305,0.6339783948548536,0.7978937437970621,-0.2808890927257647
-0.1912937020185033,0.27234749663445396,0.8121677024115765,0.7083055177506896,-0.2808890927257647
1.9868025627022299,-1.0716433912855197,-2.583348451611658,-2.1731558799987583,5.99971772244343
-0.2825663073972769,0.27234749663445396,0.34179094689674494,0.49446071335610925,-0.2808890927257647
