age,married,has_children,total_sessions,avg_session_duration_sec,booking_conversion_rate,total_checked_bags,total_distance_km,log_money_spent_hotel,hotel_loyalty_score,log_money_spent_flight,log_avg_days_booking_to_trip,avg_trip_duration_days,flight_only_rate,hotel_only_rate,both_booked_rate,discount_usage_rate,cancellation_per_booking_rate
1.9518565343174843,1.1270535971059372,-0.6961705720199143,-0.44387174335597185,-0.45681400857493554,-0.4265277650839323,-0.9905945484352973,-1.1851109752678244,0.6831683117874485,0.09883855190918953,-2.1731558799987583,0.6979856736256548,1.8341954083927696,-0.4968605470430842,3.0366052876184786,-1.7898216241394165,0.8450856279347972,-0.2808890927257647
0.7896997408258811,1.1270535971059372,-0.6961705720199143,-0.44387174335597185,-0.4941528016844338,-0.4265277650839323,-0.19996432867283376,-0.4508243259680881,-0.41753722202897364,0.09883855190918953,0.5557722402804915,0.16700634333161518,-0.7425709716376396,-0.4968605470430842,-0.5777553704070959,0.9300611476913258,-0.8324107139279254,-0.2808890927257647
0.7896997408258811,1.1270535971059372,1.4364295765885873,-0.44387174335597185,-0.27012004302744413,-0.4265277650839323,-0.9905945484352973,-0.9413591291810527,0.522679558590459,0.09883855190918953,-0.14568649966695624,0.16700634333161518,0.22371642087376384,-0.4968605470430842,1.2294249586056916,-0.42988023822404536,-0.8324107139279254,-0.2808890927257647
0.125610144544965,1.1270535971059372,-0.6961705720199143,-0.44387174335597185,-0.28671506218722115,1.6163383845544275,0.5906658910896297,0.48402083710667093,0.5751892649905155,-0.850774022937947,0.493126874478277,0.025458762102670143,0.22371642087376384,-0.4968605470430842,-0.5777553704070959,0.9300611476913258,-0.1614121771828363,-0.2808890927257647
0.29163254361519403,1.1270535971059372,1.4364295765885873,-0.44387174335597185,2.372636758167045,-1.0716433912855197,-0.9905945484352973,-1.1851109752678244,-2.583348451611658,-1.483849072836038,-2.1731558799987583,-2.4735422093994264,-1.708858364149043,-0.4968605470430842,-0.5777553704070959,0.9300611476913258,-0.8324107139279254,5.99971772244343
0.7896997408258811,-0.8872692501650435,1.4364295765885873,-0.44387174335597185,-0.14150864453917225,1.6163383845544275,1.3812961108520934,0.6752334251768122,0.9070657432086431,0.09883855190918953,0.977920033640633,0.29362496939511656,0.22371642087376384,0.44614156072023553,0.8679888928031341,-0.7018685154071196,1.1805848963073418,-0.2808890927257647
0.7896997408258811,1.1270535971059372,1.4364295765885873,-0.44387174335597185,-0.5605328783235419,-1.0716433912855197,-0.9905945484352973,-0.6167776553763876,0.44202869883143175,1.6815261766544172,0.0947310483008603,0.16700634333161518,2.4783870034003717,-0.4968605470430842,-0.5777553704070959,0.9300611476913258,-0.8324107139279254,-0.2808890927257647
-0.12342345406037852,1.1270535971059372,-0.6961705720199143,1.725926721720742,-0.22863249512800157,0.003549319050459305,0.5906658910896297,0.861394161514585,0.10788112461632465,0.09883855190918953,0.6970791980483916,0.29362496939511656,-0.42047517413383845,-0.4968605470430842,-0.5777553704070959,0.9300611476913258,0.27473687170147165,-0.2808890927257647
-1.8666586442977833,-0.8872692501650435,-0.6961705720199143,-0.44387174335597185,-0.4941528016844338,-1.0716433912855197,-0.9905945484352973,-0.5010902507051529,-2.583348451611658,-1.483849072836038,0.12747571783725717,-0.1350146502083779,-0.09837937663003729,4.218149991773514,-0.5777553704070959,-1.7898216241394165,-0.8324107139279254,-0.2808890927257647
0.7896997408258811,-0.8872692501650435,1.4364295765885873,-0.44387174335597185,-0.22863249512800157,1.6163383845544275,0.5906658910896297,1.220580819685973,0.8964589500914907,-0.850774022937947,0.7208888479352896,0.025458762102670143,0.8679080158813661,-0.4968605470430842,-0.5777553704070959,0.9300611476913258,-0.1614121771828363,-0.2808890927257647
